English,Vietnamese,POS,English Sentence,Vietnamese Sentence,English example,Vietnamese example,English source URL,Vietnamese source URL
flexibility,dễ uốn,n,  Yoga improves muscular flexibility and range of motion.  ,  Yoga cải thiện sự dễ uốn của cơ bắp và phạm vi chuyển động.,"Flexibility: Definition, Techniques, Benefits & More Skip to main content Hinge Health ← Back to Glossary Flexibility: Definition and What It Is Medically and clinically reviewed by Jonathan Lee, MD and Maureen Lu, PT, DPT Flexibility Definition and Meaning Flexibility refers to a joint’s ability to move through its full range of motion without pain.","MIẾNG XỐP CẦM MÁU TỰ TIÊU SPONGOSTAN™ STANDARD - Thiết bị Y Tế Phú An Danh mục sản phẩm 0901678968 Giỏ hàng / Thiết bị bệnh viện / MIẾNG XỐP CẦM MÁU TỰ TIÊU SPONGOSTAN™ STANDARD Rê chuột lên hình để phóng to MIẾNG XỐP CẦM MÁU TỰ TIÊU SPONGOSTAN™ STANDARD Thương hiệu: MIẾNG XỐP CẦM MÁU TỰ TIÊU SPONGOSTAN™ STANDARD Miếng xốp gelatin cầm máu tự tiêu tiệt trùng SPONGOSTAN SPONGOSTAN xốp cầm máu tự tiêu Còn hàng Giá bán: 3.200.000₫ Tư vấn mua hàng 0901678968 Chi tiết sản phẩm MIẾNG XỐP CẦM MÁU TỰ TIÊU SPONGOSTAN™ STANDARD Miếng xốp gelatin cầm máu tiệt trùng SPONGOSTAN 20 miếng – Miếng cầm máu phẫu thuật Spongostan là miếng xốp gelatin cầm máu tự tiệt trùng được làm từ gelatin của lợn, dễ uốn và không tan trong nước.",https://www.hingehealth.com/resources/glossary/flexibility/,https://thietbiytephuan.vn/mieng-xop-gelatin-cam-mau-tu-tieu-tiet-trung-spongostan/
parapraxia,hụt động tác,n, Misplacing keys or dialing a wrong number are common examples of everyday parapraxia. , Để thất lạc chìa khóa hoặc gọi nhầm số là những ví dụ phổ biến về hụt động tác hàng ngày.,"PARAPRAXIA Definition & Meaning - Merriam-Webster ✨📕 The NEW Collegiate Dictionary, 12th Edition Over 5,000 words added — Learn More!",UNOBSERVED,https://www.merriam-webster.com/dictionary/parapraxia,
Leber optic atrophy,bệnh Lebner,n,"  Leber optic atrophy, more accurately Leber hereditary optic neuropathy, is a mitochondrial genetic disease causing progressive vision loss.  ",  Bệnh Leber (teo dây thần kinh thị giác di truyền Leber) là một bệnh di truyền ty thể gây mất thị lực tiến triển.,Leber optic atrophy | About the Disease | GARD RARE DISEASE DAY at NIH Feb.,UNOBSERVED,https://rarediseases.info.nih.gov/diseases/6870/leber-optic-atrophy,
infraglottic cavity,ổ dưới thanh môn,n,  Stenosis of the infraglottic cavity can cause significant airway obstruction.  ,  Hẹp ổ dưới thanh môn có thể gây tắc nghẽn đường thở đáng kể.,"Infraglottic cavity - Wikipedia , the Portion of the larynx situated inferior to the glottis The infraglottic cavity is the portion of the larynx situated inferior to the glottis .","n B "" sau S 9 ng trên n * i v % i x.móng qua màng giáp móng -> DC giáp gi + a S 9 ng d '% i n * i v % i m = t bên s ) n nh $ n qua kh % p nh $ n giáp N * i v % i s ) n n 2 p = DC giáp n ) p N * i v % i s ) n nh $ n = DC nh * n giáp ————> DC nh * n giáp gi + a S ; N N @ P Dính vào M = t trong s ) n giáp = DC giáp n ) p R 8 l 'A i b B i 3 n 1 p l 'A i N 1 p l 'A i n 2 p gi + a N 1 p l 'A i n 2 p bên x2 -> T p thanh môn 3 óng l 4 thanh qu !",https://en.wikipedia.org/wiki/Infraglottic_cavity,https://www.scribd.com/document/927027972/Thanh-Qua-n
superior,tia đồi trên,n,"  The superior thalamic radiation consists of nerve fibers connecting the thalamus to various parts of the cerebral cortex, particularly the frontal and parietal lobes. ","  Tia đồi trên bao gồm các sợi thần kinh nối đồi thị với các phần khác nhau của vỏ não, đặc biệt là thùy trán và thùy đỉnh.",Superior Medical Consultants | Independent Medical Exams & Advisory Services Experienced.,UNOBSERVED,https://smcexams.com/,
neurogenic shock,sốc thần kinh,n," Neurogenic shock is a life-threatening condition caused by sudden loss of sympathetic nervous system signals, leading to vasodilation and hypotension. "," Sốc thần kinh là một tình trạng đe dọa tính mạng do mất đột ngột các tín hiệu của hệ thần kinh giao cảm, dẫn đến giãn mạch và hạ huyết áp.","Neurogenic Shock: Causes, Symptoms and Treatment Home / Health Library / Diseases & Conditions / Neurogenic Shock Advertisement Advertisement Neurogenic Shock Neurogenic shock is a dangerous medical emergency that needs to be treated right away.",Triệu chứng và Nguyên nhân Triệu chứng của sốc thần kinh Nguyên nhân gây sốc thần kinh Chẩn đoán và Xét nghiệm Chẩn đoán sốc thần kinh Các xét nghiệm để chẩn đoán sốc thần kinh Điều trị và Quản lý Điều trị sốc thần kinh Các loại thuốc và phương pháp điều trị Biến chứng và tác dụng phụ của điều trị Phòng ngừa Giảm thiểu nguy cơ sốc thần kinh Tiên lượng Tiên lượng khi bị sốc thần kinh Thời gian kéo dài của sốc thần kinh Khả năng trở lại làm việc/học tập Triển vọng cho sốc thần kinh Sống chung với sốc thần kinh Tự chăm sóc bản thân Khi nào cần đến gặp bác sĩ?,https://my.clevelandclinic.org/health/diseases/22175-neurogenic-shock,https://vicas.vn/soc-than-kinh-nguyen-nhan-trieu-chung-va-dieu-tri/
logaphasia,mất ngôn ngữ vận động,n,"  Logaphasia, or motor aphasia (Broca's aphasia), is a condition where language comprehension is relatively intact but speech production is severely impaired.  ","  Mất ngôn ngữ vận động (logaphasia), hay mất ngôn ngữ Broca, là một tình trạng trong đó khả năng hiểu ngôn ngữ tương đối còn nguyên vẹn nhưng khả năng sản xuất lời nói bị suy giảm nghiêm trọng.",logaphasia en-academic.com EN RU DE ES FR Remember this site Embed dictionaries into your website Academic Dictionaries and s Medical dictionary Interpretations Medical dictionary logaphasia logaphasia log · a · pha · sia [ log - + aphasia ] motor aphasia .,Một trong những lựa chọn điều trị phổ biến nhất cho chứng mất ngôn ngữ vận động là liệu pháp ngôn ngữ.,https://medicine.en-academic.com/137932/logaphasia,https://maestrovirtuale.com/vi/nguy%C3%AAn-nh%C3%A2n-g%C3%A2y-ra-ch%E1%BB%A9ng-m%E1%BA%A5t-ng%C3%B4n-ng%E1%BB%AF-v%E1%BA%ADn-%C4%91%E1%BB%99ng-v%C3%A0-c%C3%A1ch-%C4%91i%E1%BB%81u-tr%E1%BB%8B/
angiokinetic,vận mạch,a,Drugs affecting angiokinetic function can alter blood pressure and tissue perfusion.,Các loại thuốc ảnh hưởng đến chức năng vận mạch có thể làm thay đổi huyết áp và tưới máu mô.,angiokinetic: Explore its Definition & Usage | RedKiwi Words Which is the correct expression?,"Thuốc vận mạch trong điều trị sốc là sự lựa chọn ban đầu khi bệnh nhân đã trải qua quá trình hồi sức tích cực và đã được truyền dịch đầy đủ để bồi hoàn thể tích lưu thông, nhưng huyết áp vẫn duy trì ở mức thấp và chưa được cải thiện.",https://redkiwiapp.com/en/english-guide/words/angiokinetic,https://nhathuoclongchau.com.vn/bai-viet/thuoc-van-mach-la-gi-co-che-hoat-dong-cua-mot-so-thuoc-van-mach.html
telodendron,sợi nhánh tận,n," Neurotransmitters are released from synaptic vesicles located within the telodendron of the presynaptic neuron, diffusing across the synaptic cleft to bind with receptors on the postsynaptic cell. "," Các chất dẫn truyền thần kinh được giải phóng từ các túi synap nằm trong sợi nhánh tận của neuron tiền synap, khuếch tán qua khe synap để liên kết với các thụ thể trên tế bào hậu synap.",PENDING,PENDING,PENDING,PENDING
hamulus of hamate bone,móc xương móc,n,  Fracture of the hamulus of hamate bone can cause ulnar nerve symptoms.  ,  Gãy Móc xương móc (hamulus of hamate bone) có thể gây ra các triệu chứng thần kinh trụ.,hamulus of hamate bone en-academic.com EN RU DE ES FR Remember this site Embed dictionaries into your website Academic Dictionaries and s Medical dictionary Interpretations Medical dictionary hamulus of hamate bone hamulus of hamate bone h .,"Ở phía trong, xương đậu úp lên xương tháp được ví như một ụ của xương này và xương móc cũng nổi lên một mấu gọi là móc xương móc.",https://medicine.en-academic.com/128768/hamulus_of_hamate_bone,https://www.zun.vn/tai-lieu/bai-giang-giai-phau-hoc-chuong-2-xuong-khop-chi-tren-4800/
Farre tubercles,nốt Farre,n," Farre's tubercles, also known as the white line of Farre, are small whitish elevations on the surface of the ovary associated with the attachment of the mesovarium. "," Nốt Farre, còn được gọi là đường trắng Farre, là những chỗ lồi nhỏ màu trắng trên bề mặt buồng trứng liên quan đến chỗ bám của mạc treo buồng trứng.","Farre tubercles en-academic.com EN RU DE ES FR Remember this site Embed dictionaries into your website Academic Dictionaries and s Medical dictionary Interpretations Medical dictionary Farre tubercles Farre tubercles masses beneath the capsule of the liver , felt on palpation in some cases of hepatocellular carcinoma .",UNOBSERVED,https://medicine.en-academic.com/170252/Farre_tubercles,
hemolytic,dung giải huyết tế bào,a," Certain bacterial infections can produce toxins with hemolytic activity, leading to dung giải huyết tế bào. "," Một số bệnh nhiễm khuẩn có thể tạo ra độc tố có hoạt tính tan máu, dẫn đến dung giải huyết tế bào.","Hemolytic Anemia: Symptoms, Treatment & Causes Home / Health Library / Diseases & Conditions / Hemolytic Anemia Advertisement Advertisement Hemolytic Anemia Hemolytic anemia is a blood disorder that typically happens when your red blood cells break down or die faster than your body can replace them with new blood cells.",UNOBSERVED,https://my.clevelandclinic.org/health/diseases/22479-hemolytic-anemia,
xenograft,mảnh ghép dị loại,, The use of a porcine xenograft to treat severe burns is a promising area of research. , Việc sử dụng mảnh ghép dị loại từ lợn để điều trị các vết bỏng nặng là một lĩnh vực nghiên cứu đầy hứa hẹn.,Xenografts are invaluable tools for oncology re and play a crucial role in clinical wound treatment.,Mảnh ghép dị loại sử dụng trong phẫu thuật nâng mũi - Phần 1 Skip to content Trang chủ » Thẩm Mỹ » Thẩm Mỹ Nâng Ngực » Phẫu thuật chỉnh sửa sau nâng ngực: Khi nào cần can thiệp & giải pháp hiệu quả Một số chất liệu ghép dị loại và mảnh ghép dị loại được sử dụng trong phẫu thuật nâng mũi người châu Á.,https://www.taconic.com/resources/what-is-xenograft,https://tuvanthammytaohinh.vn/manh-ghep-di-loai-phau-thuat-nang-mui-phan-1/
"Matas operation, test",phẫu thuật Matas,, The Matas operation is a historical surgical technique for the treatment of aneurysms known as endoaneurysmorrhaphy. , Phẫu thuật Matas là một kỹ thuật phẫu thuật lịch sử để điều trị phình động mạch được gọi là nội phình mạch.,PENDING,PENDING,PENDING,PENDING
pressoreceptor,bộ phận cảm thụ tăng áp,n,  Baroreceptors are pressoreceptor that detect changes in arterial blood pressure.  ,  Các thụ thể áp lực là bộ phận cảm thụ tăng áp phát hiện những thay đổi trong huyết áp động mạch.,"Pressoreceptor Reflex - an overview | ScienceDirect Topics Skip to Main content Pressoreceptor Reflex In subject area: Biochemistry, Genetics and Molecular Biology The pressoreceptor reflex is defined as a physiological response mechanism that stabilizes mean aortic pressure by reacting to changes in arterial wall strain.",UNOBSERVED,https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/pressoreceptor-reflex,
glossolalia,nói líu lo,n,"  Glossolalia, often referred to as ""speaking in tongues,"" is the phenomenon of uttering unintelligible, language-like speech, sometimes observed in individuals in a state of religious ecstasy or certain psychiatric conditions. ","  Nói líu lo, thường được gọi là ""nói tiếng lạ,"" là hiện tượng phát ra những lời nói không thể hiểu được, giống như ngôn ngữ, đôi khi được quan sát thấy ở những người trong trạng thái ngây ngất tôn giáo hoặc một số tình trạng tâm thần nhất định.",Glossolalia as Foreign Language: An Investigation of the Twentieth-Century Pentecostal Claim .,"nói líu lo in English - Vietnamese-English Dictionary | Glosbe Translation of ""nói líu lo"" into English chirp is the translation of ""nói líu lo"" into English.",https://en.wikipedia.org/wiki/Speaking_in_tongues,https://light.glosbe.com/vi/en/n%C3%B3i%20l%C3%ADu%20lo
detrusor,đẩy xuống,"n,a"," The coordinated action of the detrusor muscle contracting and the urethral sphincter relaxing is essential for normal micturition, allowing the bladder to empty effectively. "," Hoạt động phối hợp của cơ bức niệu co lại và cơ thắt niệu đạo giãn ra là cần thiết cho việc đi tiểu bình thường, cho phép bàng quang đẩy xuống và tống hết nước tiểu một cách hiệu quả.","Detrusor muscle - Wikipedia , the Muscle of the bladder that expels urine The detrusor muscle , also detrusor urinae muscle , muscularis propria of the urinary bladder and muscularis propria , is smooth muscle found in the wall of the bladder .","đẩy xuống in English - Vietnamese-English Dictionary | Glosbe Translation of ""đẩy xuống"" into English depress is the translation of ""đẩy xuống"" into English.",https://en.wikipedia.org/wiki/Detrusor_muscle,https://glosbe.com/vi/en/%C4%91%E1%BA%A9y%20xu%E1%BB%91ng
megalogastria,dạ dày to,n,  Megalogastria refers to an abnormally large stomach.  ,Dạ dày to đề cập đến tình trạng dạ dày lớn bất thường.,"View our subscription options Personal account Access or purchase personal subscriptions Get our newsletter Save es Set display preferences Sign in Register Institutional access Sign in through your institution Sign in with library card Sign in with username / password Recommend to your librarian Institutional account management Sign in as administrator on Oxford Academic Sign in Personal account Access or purchase personal subscriptions Get our newsletter Save es Set display preferences Sign in Register Institutional access Sign in through your institution Sign in with library card Sign in with username / password Recommend to your librarian Institutional account management Sign in as administrator on Oxford Academic Entry for megalogastria, n.",Mức độ dạ dày to | Vinmec Chủ đề Mức độ dạ dày to Gọi tổng đài Đặt lịch hẹn Tìm bác sĩ Trang chủ Chủ đề Mức độ dạ dày to Danh sách bài viết Thai 28 tuần có dạ dày to có nguy hiểm cho thai nhi không?,https://www.oed.com/dictionary/megalogastria_n,https://www.vinmec.com/vie/chu-de/muc-do-da-day-to
