English,Vietnamese,POS,English Sentence,Vietnamese Sentence,English example,Vietnamese example
spleniform,dạng lách,a," Telomere shortening occurs with each cell division, acting as a mitotic clock, and when telomeres reach a critically short length, cells enter senescence or apoptosis, a process implicated in aging and age-related diseases. ","	Sự rút ngắn khúc cuối xảy ra với mỗi lần phân chia tế bào, hoạt động như một đồng hồ nguyên phân, và khi các khúc cuối đạt đến độ dài cực ngắn, các tế bào sẽ đi vào trạng thái lão hóa hoặc chết theo chương trình, một quá trình liên quan đến sự lão hóa và các bệnh liên quan đến tuổi tác.",PENDING,PENDING
dentofacial orthopedics,tạo hình răng phía má,n,  Dentofacial orthopedics often involves the use of appliances to guide facial growth and tooth movement.  ,  Tạo hình răng phía má thường bao gồm việc sử dụng các khí cụ để hướng dẫn sự phát triển của khuôn mặt và sự di chuyển của răng.,PENDING,PENDING
enterology,bệnh học ruột,n," Advances in enterology have led to improved diagnostic techniques and therapeutic options for a wide range of intestinal disorders, from inflammatory bowel disease to malabsorption syndromes. "," Những tiến bộ trong bệnh học ruột đã dẫn đến các kỹ thuật chẩn đoán và lựa chọn điều trị được cải thiện cho một loạt các rối loạn đường ruột, từ bệnh viêm ruột đến hội chứng kém hấp thu.",PENDING,PENDING
geratic,tuổi già,a,  Preventive measures and lifestyle adjustments become increasingly important during the geratic period to maintain functional independence and quality of life. ,  Các biện pháp phòng ngừa và điều chỉnh lối sống ngày càng trở nên quan trọng trong giai đoạn tuổi già để duy trì sự độc lập về chức năng và chất lượng cuộc sống.,PENDING,PENDING
declination,động tác xoay ra hay xoay vào,n,  Ocular declination refers to the rotation of the eye around its anteroposterior axis.  ,  Động tác xoay ra hay xoay vào của mắt đề cập đến sự xoay của mắt quanh trục trước sau của nó.,PENDING,PENDING
ferrous gluconate,gluconat sắt,n," Compared to other iron salts, ferrous gluconate may be better tolerated by some individuals. "," So với các muối sắt khác, gluconat sắt (II) có thể được một số người dung nạp tốt hơn.",PENDING,PENDING
viviparity,đẻ con,n,"  Viviparity, the mode of reproduction where embryos develop inside the body of the parent and are born live, is characteristic of most mammals and some reptiles and fish.  ","  Đẻ con (viviparity), phương thức sinh sản trong đó phôi phát triển bên trong cơ thể mẹ và được sinh ra còn sống, là đặc điểm của hầu hết các loài động vật có vú và một số loài bò sát và cá.",PENDING,PENDING
kinesthesis,cảm giác bản thể,n," Kinesthesis, or proprioception, is crucial for coordination and balance. "," Cảm giác bản thể (Kinesthesis), hay cảm thụ bản thể, rất quan trọng đối với sự phối hợp và cân bằng.",PENDING,PENDING
meningoencephalitis,viêm não màng não,, Meningoencephalitis is a serious condition involving inflammation of both the brain and the meninges. , Viêm não màng não là một tình trạng nghiêm trọng bao gồm viêm cả não và màng não.,PENDING,PENDING
mesodermic,trung phôi bì,a,"  Mesodermic tissues include muscle, bone, and blood.  ","Các mô trung phôi bì bao gồm cơ, xương và máu.",PENDING,PENDING
allosome,nhiễm sắc thể giới tính,n, Humans have one pair of allosome in each somatic cell. ,Con người có một cặp nhiễm sắc thể giới tính trong mỗi tế bào soma.,PENDING,PENDING
heartwater,bệnh tích nước bao tim,n,"  Heartwater is a tick-borne rickettsial disease affecting ruminants, characterized by fever and neurological signs.  ","  Bệnh tích nước bao tim (Heartwater) là một bệnh do rickettsia lây truyền qua ve ảnh hưởng đến động vật nhai lại, đặc trưng bởi sốt và các dấu hiệu thần kinh.",PENDING,PENDING
epidermization,ghép da,n," Successful epidermization after a burn injury is crucial for preventing infection and minimizing scarring, often facilitated by skin grafting techniques. "," Sự ghép da thành công sau một vết bỏng là rất quan trọng để ngăn ngừa nhiễm trùng và giảm thiểu sẹo, thường được hỗ trợ bởi các kỹ thuật ghép da.",PENDING,PENDING
KAFO,nẹp gối-cổ-bàn chân,, A KAFO (Knee-Ankle-Foot Orthosis) is a brace used to support and stabilize the lower limb. , Nẹp gối-cổ-bàn chân (KAFO) là một loại nẹp được sử dụng để hỗ trợ và ổn định chi dưới.,PENDING,PENDING
tetraploidy,tứ bội,n,"  The spontaneous occurrence of tetraploidy in somatic cells is often a hallmark of genomic instability and can be a precursor to malignant transformation, as the abnormal chromosome number disrupts cellular homeostasis and regulatory pathways. ","  Sự xuất hiện tự phát của hiện tượng tứ bội trong các tế bào soma thường là một dấu hiệu của sự mất ổn định bộ gen và có thể là tiền thân của sự chuyển dạng ác tính, vì số lượng nhiễm sắc thể bất thường làm phá vỡ cân bằng nội môi và các con đường điều hòa của tế bào.",PENDING,PENDING
Malva,cẩm quỳ,n,"  Malva sylvestris, or common mallow, has been used in traditional medicine for its soothing properties.  ","  Cẩm quỳ sylvestris, hay cẩm quỳ thông thường, đã được sử dụng trong y học cổ truyền vì đặc tính làm dịu của nó.",PENDING,PENDING
hidrotic,gây tiết mồ hôi,"n,a",  Pilocarpine is a hidrotic agent that stimulates sweat production.  ,  Pilocarpine là một chất gây tiết mồ hôi kích thích sản xuất mồ hôi.,PENDING,PENDING
Kazanjian operation,phẫu thuật Kazanjian,n," The Kazanjian operation is a surgical procedure used for vestibuloplasty, to deepen the buccal sulcus. "," Phẫu thuật Kazanjian là một thủ thuật phẫu thuật được sử dụng cho tạo hình tiền đình, để làm sâu rãnh má.",PENDING,PENDING
expectoration,đờm,n," The patient's expectoration was thick and yellow, suggesting a bacterial infection. "," Đờm của bệnh nhân đặc và có màu vàng, cho thấy có nhiễm trùng do vi khuẩn.",PENDING,PENDING
engram,ký tích,n," Neuroscientists are investigating the molecular mechanisms underlying the formation and consolidation of an engram, the hypothetical biophysical or biochemical change in neural tissue that represents a memory trace. "," Các nhà thần kinh học đang điều tra các cơ chế phân tử làm nền tảng cho sự hình thành và củng cố của một ký tích, sự thay đổi sinh lý hoặc sinh hóa giả định trong mô thần kinh đại diện cho một dấu vết trí nhớ.",PENDING,PENDING
phyllode,dạng lá,a,"  The acacia's adaptation to arid environments often involves the development of a phyllode structure, where the leaf stalk is modified into a dạng lá, reducing water loss while maintaining photosynthetic capability.  ","  Sự thích nghi của cây keo với môi trường khô cằn thường liên quan đến sự phát triển của cấu trúc dạng lá, nơi cuống lá được biến đổi thành dạng lá, giúp giảm thiểu sự mất nước trong khi vẫn duy trì khả năng quang hợp.",PENDING,PENDING
hemopathology,huyết bệnh học,n, Hemopathology is the study of diseases of the blood and blood-forming organs. , Huyết bệnh học là nghiên cứu về các bệnh của máu và các cơ quan tạo máu.,PENDING,PENDING
enchondrosarcoma,sacom nội sụn,n,  An enchondrosarcoma is a malignant tumor that arises from an existing enchondroma or de novo within bone.  ,  Sacom nội sụn là một khối u ác tính phát sinh từ một khối u sụn hiện có hoặc mới hình thành trong xương.,PENDING,PENDING
maculovesicular,dát mụn nước,, A maculovesicular rash is characterized by both flat spots and small blisters. , Phát ban dát mụn nước được đặc trưng bởi cả đốm phẳng và mụn nước nhỏ.,PENDING,PENDING
cardiotomy reservoir,bình dự trữ cardiotomy,n,"  During cardiopulmonary bypass, blood collected from the surgical field is often returned to a cardiotomy reservoir.  ","  Trong quá trình tuần hoàn ngoài cơ thể, máu thu thập từ phẫu trường thường được đưa trở lại bình dự trữ cardiotomy.",PENDING,PENDING
cashew,hạt điều,n,"  The cashew nut grows outside of its fruit, the cashew apple.  ","  Hạt điều mọc bên ngoài quả của nó, quả điều.",PENDING,PENDING
nephelometer,trọc độ kế,n," A trọc độ kế, or nephelometer, quantifies the scattering of light by suspended particles. "," Trọc độ kế, hay nephelometer, định lượng sự tán xạ ánh sáng bởi các hạt lơ lửng.",PENDING,PENDING
eiconometer,võng mạc kế,n, An eiconometer is an instrument used to measure the difference in size and shape of ocular images between the two eyes (aniseikonia). , Võng mạc kế là một dụng cụ được sử dụng để đo sự khác biệt về kích thước và hình dạng của hình ảnh mắt giữa hai mắt (chứng bất đồng khúc xạ).,PENDING,PENDING
lead pipe colon,dấu hiệu ống nước ở đại tràng,n,"  The ""lead pipe"" appearance of the colon on a barium enema X-ray is a characteristic sign of chronic ulcerative colitis, hence the term lead pipe colon.  ","  Hình ảnh ""ống nước"" của đại tràng trên phim X-quang thụt bari là một dấu hiệu đặc trưng của viêm loét đại tràng mãn tính, do đó có thuật ngữ dấu hiệu ống nước ở đại tràng.",PENDING,PENDING
genyplasty,tạo hình hàm,n,  Genyplasty is performed to correct chin deformities or enhance facial harmony.  ,  Tạo hình hàm được thực hiện để điều chỉnh các dị tật cằm hoặc tăng cường sự hài hòa của khuôn mặt.,PENDING,PENDING
Wernicke aphasia,loạn ngôn ngữ Wernicke,n,"  Patients with Wernicke aphasia, also known as receptive or fluent aphasia, typically have impaired language comprehension, produce fluent but often nonsensical speech (word salad or paraphasias), and are often unaware of their errors, resulting from damage to Wernicke's area in the posterior superior temporal gyrus. ","  Bệnh nhân bị loạn ngôn ngữ Wernicke, còn được gọi là mất ngôn ngữ tiếp nhận hoặc mất ngôn ngữ trôi chảy, thường bị suy giảm khả năng hiểu ngôn ngữ, nói trôi chảy nhưng thường vô nghĩa (nói hổ lốn hoặc nói lạc), và thường không nhận thức được lỗi của mình, do tổn thương vùng Wernicke ở hồi thái dương trên sau.",PENDING,PENDING
parathyroidoma,u tuyến cận giáp,n," A parathyroidoma, or parathyroid adenoma, is a benign tumor of a parathyroid gland that can cause hyperparathyroidism. "," U tuyến cận giáp, hay u tuyến cận giáp, là một khối u lành tính của tuyến cận giáp có thể gây cường cận giáp.",PENDING,PENDING
evacuation,phân,n, The patient reported a bowel evacuation every morning. , Bệnh nhân báo cáo có một lần đi tiêu phân vào mỗi buổi sáng.,PENDING,PENDING
